Name,LCD,PLD,PV,H2S_HEAT,CO2_HEAT,CH4_HEAT,1bar_H2S,1bar_CH4_withH2S,1bar_GCMC_H2S_CH4,1bar_CO2,1bar_CH4_withCO2,1bar_GCMC_CO2_CH4,1bar_IAST_H2S_CH4,1bar_IAST_CO2_CH4
AEL-0,5.22554,4.07159,0.186703,-18.06048861,-23.30195416,-19.64306918,0.050414858,0.076055702,0.662867563,0.088402835,0.072012805,1.227598826,3.934991196,8.143334231
