P,q
0.0001,7.45474E-05
0.0005,0.000339798
0.001,0.000709067
0.01,0.007062934
0.02,0.013808609
0.03,0.021124658
0.04,0.02874063
0.05,0.034891659
0.06,0.041089496
0.07,0.048875367
0.08,0.053362082
0.09,0.061213832
0.1,0.067011194
0.3,0.185936862
0.5,0.268674093
0.7,0.351061125
0.9,0.411851944
1,0.445635793
2,0.659011306
3,0.798376836
4,0.888842727
5,0.959825738
6,1.011998528
7,1.048334326
8,1.092142203
9,1.103625973
10,1.135367569
