NAME,H2S_Heat,CO2_Heat,CH4_Heat
AEL-0,-18.06048861,-23.30195416,-19.64306918
IWR-1,-22.11231081,-28.24309281,-15.559772
LTL-2,-24.95737625,-24.37059727,-14.29474884
MOR-1,-29.77654842,-27.41933263,-20.60529915
SEW-1,-27.9528884,-24.31817228,-17.84935072
